Yazar,Ay,Sene,Baslik,Paragraf
Alper Mert,6,2024,Bu mutluluk ders olsun,"Gürcistan ile başlayan mutluluğumuz Portekiz mağlubiyetiyle yerini krize, kaosa bırakmıştı. TFF seçimlerini hayatlarının merkezine koyanlar alınan mağlubiyetin yanına Arda Güler krizi uydurup ellerini ovuştururken Çekya karşısında aldığımız galibiyet art niyetlilerin sesini kesti. Turnuva başlamadan henüz aday kadro belli olduğunda forvetsizliğin sorun olacağının altını çizmiştik. Golcüsü olmayan Milli Takım skor üretme konusunda, rakip sahada organize olma konusunda ciddi sıkıntılar yaşıyor. Cenk gibi asıl işi forvet olan bir ayak sahada olunca rakip sahadaki etkimiz arttı.
Çekya maçın henüz başında 10 kişi kalmasına rağmen istediğimiz istikrarlı baskıyı oluşturamadık. Montella’nın turnuvanın başından bu yana olmamasına rağmen Barış Alper’i ısrarla forvette oynatması kanatlarda sorun yaşamamıza neden oldu. Maçın ikinci yarısında Barış’ın kanada geçmesiyle yaptığı bindirmeler sonunda Hakan’ın ayağından güzel bir gol bulduk. Kulüpçülük yaparak Barış Alper’i eleştirenler olması gerektiği yerde neler yaptığını görünce utanmışlardır inşallah! Taçtan yediğimiz golde Mert Günok’a yapılan faulü görmeyen orta hakem Kovacs ve VAR hakemi Kwiatkowski ortak çalışmayla skandal bir karara imza attılar.
1-1 sonrası Çekya mı 10 kişi oynadı biz mi oynadık belli değildi. Skoru koruma tedirginliğimizden dolayı galibiyet golüne ulaşmakta geç kaldık. Güzel bir galibiyetle gruptan çıkmayı başardık ve yolumuz açık. Turnuvanın sürpriz yapanı biz olabiliriz yeter ki Montella kanatlardan forvet icat etme inadından vazgeçip Cenk gibi orjinal forvete şans versin ve gerekli dersleri alsın!"
Alper Mert,6,2024,Bizim derdimiz Bayrak,"Her A Milli Takım kampı ya da turnuva organizasyonu bize yeni bir krizle geri geliyor. Saha içerisini başarı varsa konuşabiliyoruz o da bir yere kadar. Başarı yoksa en ufak başarısızlıkta ya yönetim koltuklarına göz koyanlar ya oralardan çıkar kovalayanlar ya da tam hakimiyet kurarak TFF’yi kendisine çiftlik yapmaya çalışan siyasilerin saldırıları, bütün değerlerin üzerine çıkarak kendisini gösteriyor. EURO 2024 öncesi seçim yapmayarak olası bir başarı ile görevine devam etme hayali kuran Mehmet Büyükekşi ve siyasetin atadığı yeni başkan Servet Yardımcı üzerinden TFF’den fayda hayali kuranlar savaşmaya başlamıştı. Ama bu savaşın Milli Takım mücadelesinin üzerine çıkacak seviyeye ulaşacağını tahmin etmemiştim. Montella’nın ekibi ile yaşadığı iletişimsizlik sonunda ortaya çıkan görüntüyü krize çevirenlerin derdi ne Arda ne de Mili Takım!
Arda Güler artık ülke futbolunun yıldız adayı değil yıldızıdır. Bugün yaşadıkları ülke futbolu altyapısının yetersiz tesislerinin eseridir. Futbolun katili olan suni çimin yeni kurbanı Arda oldu. Suni çimde yeteri kadar gelişmeyen kas yapısı, kas sakatlığı olarak geleceğimizin yıldızına sıkıntı çıkarttı. Üç kuruşu çocuklarımızdan esirgeyen altyapıya normal çim saha yapmayan başkanları, yöneticileri, TFF yetkililerini, Spor Bakanlarını konuşmaya cesareti olmayanlar Servet Yardımcı’ya yaranmak için ganimet bulmuş gibi olayın üzerine atladılar! Bir de büyük milliyetçiler ya! Arda’yı önemsiyormuş gibi davranıyorlar. Merak etmeyin Servet Yardımcı atandı o iş bitti. Siyaset onayı verdi. Mehmet Büyükekşi zaten baştan bu yana yanlış tercihti. Ama dinini çıkarsızca kalbinde yaşayanlar, ‘Ne mutlu Türküm diyene!’ diyenler, Yaşa Büyük Atatürk ülküsünden şaşmayanlar için TFF seçimleri değil bayrak temsili önemli! Bu yüzden tek dileğimiz Çekya’yı yenerek al bayrağı yeni bir zaferle taçlandırmak."
Alper Mert,6,2024,Harikasınız çocuklar,"EURO 2024’e istediğimiz gibi, hayal ettiğimiz gibi zaferle başladık. Tarihinde ilk defa böyle bir turnuvada yer alan Gürcistan karşısında bireysel yeteneklerimizin kalitesi maçın skorunu net olarak etkiledi. Mert Müldür’ün ağları delecek kadar sert şutu, Arda Güler’in yıldızlara yakışacak kalitedeki golü galibiyeti getirirken özellikle rakip sahada yaşadığımız organizasyon karmaşası orijinal forvet eksikliğini gözler önüne serdi. 
Rakip sahaya kadar doğru ve hızlı şekilde gittik, üçüncü bölgede adeta kamp kurduk ama kaliteli olmasını geçtim asli görevi gol atmak olan bir santrforun olmaması farklı kazanmamızın önüne geçti. Gürcistan takımı gücü dahilinde rakip sahaya hızlı geçmeye çalışan, kaleyi gördüğü yerden vurma isteğinde olan bir oyun kurgusuyla mücadele etti. Zaman, zaman etkili de oldular. Ancak biz ne kadar izin verirsek onlar o kadar oynayabildi. Bizim eksik işlerimizi ve hatalarımızı kovaladılar. 
Montella, Gürcistan maçı için orijinal forvetle oynamamayı, hatta forvetsiz oynamayı doğru bir karar olarak görse bile bundan sonraki maçlarda Cenk ya da Bertuğ alternatiflerini kullanmalı. Eğer üçüncü bölgedeki karmaşayı ortadan kaldırıp, sonuca doğru gidecek organizasyonu ortaya koyarsak şampiyonanın yıldızı yine Bizim Çocuklar olacaktır."
Alper Mert,6,2024,Hızlı ve güçlü,"Millilerimiz EURO 2024’teki ilk sınavını bugün Gürcistan karşısında verecek. Tarihi maç öncesi Teknik Direktör Vincenzo Montella’nın ilk 11 tercihi belirsizliğini korurken özellikle oyun kurgusu hakkında vereceği karar da merakla bekleniyor. İtalyan çalıştırıcı kurmayları ile yaptığı değerlendirme toplantısında kadro ve sistem konusunda maça göre planlama yapacağının altını çizerken kapalı kapılar ardından sızan bilgiler Gürcistan taktiği hakkında ip uçları veriyor.
Milli Takım’ın ilk 11’indeki Galatasaray etkisi ise kendisini defans tandeminde gösteriyor. Taktik çalışmasında her türlü defans alternatifini deneyen Montella, Abdülkerim ve Kaan Ayhan ikilisini tercih etti. Gol yollarındaki aksaklıkların çözümü noktasında ise İtalyan teknik adamın son tercihi rakip sahada 3 forvetle baskı kurmaktan yana oldu. Gol yollarında kilidi açacak isimlerimiz ise Arda Güler, Barış Alper ve Kenan Yıldız üçlüsü olacak. Hızlı ve güçlü bir forvet hattı hedefleyen Montella son vuruşlardaki eksiklikler noktasında ise Cenk ve Bertuğ hamlelerini de maçın durumuna, rakibin aksiyonlarına göre uygulamaya koyacak.
Gürcistan ile başlayacak olan zafer yürüyüşümüzün galibiyetle başlaması gerçekten çok önemli. Kritik eksiklerimizin olmasının yanında eldeki kadroya olan güvenimizin bizi mutlu etmesi ise en büyük temennimiz."
Alper Mert,6,2024,Umuda yolculuk,"Avrupa’nın en büyük futbol organizasyonu olan EURO 2024 bugün başlıyor. Ay-Yıldızlı armamızın da yer aldığı şampiyonada, yine, yeniden tarihe geçecek bir başarı kazanmayı fazlasıyla istiyoruz. Çünkü tek bayrak altında bir olmayı, birlikte üzülüp, birlikte sevinmeyi resmen unuttuk. Siyasetle böldüler, futbolla parçaladılar. Bu duruma son vermek adına millilerimize büyük iş düşüyor.
Vincenzo Montella liderliğindeki A Milli Takımda tedirgin eden eksiklikler ise göze çarpıyor. İtalyan çalıştırıcının oyuncu seçimlerinde risk almadan, kolayı tercih ettiğini düşünüyorum. Örneğin Suudi Arabistan’da alt düzey maç temposuyla oynayan Merih yerine Süper Lig’den Rizesporlu Emirhan Topçu ya da Kasımpaşalı Yasin Özcan tercihini düşünebilir, en azından deneyebilirdi. Ferdi dışında elinde orijinal sol bek olmadan şampiyonaya katılmak bile başlı başına risk içeriyor. Forvet noktasında zaten eksiklerimiz var. Çünkü biz oyuncuların yeteneğini geliştirecek sistemi kurmak yerine okullardan sporu çıkarıp yerine tarikatların dershane rantına çanak tutan sınav sisteminin peşinden koşmaya devam ediyoruz. Kulüp başkanları ve yöneticilerde kulüplerin paralarını babalarının paraları gibi harcayıp günü kurtaracak transferlerle kahramancılık oynayınca 80 milyonluk ülkeden 5 tane yıldız golcü çıkartamıyoruz! Olsun millet olarak yine de umudumuz var!"
Alper Mert,6,2024,İşimiz kolay değil,"A Milli Futbol Takımımız EURO 2024 öncesi belki de en ciddi hazırlık maçını İtalya’ya karşı oynadı.Öncelikle enteresan bir takım olduğumuzu düşünüyorum. Gerek oyun yapımız gerekse oyuncu grubumuz sürprize imza atacak potansiyele sahip.
İtalya takımı eski kaliteli günlerinden uzak bir görüntü çizerken bizim de eksik yanlarımız ortaya çıktı. Öncelikle stoper konusunda Çağlar’ın ardından Ozan’ın geçirdiği sakatlık canımızı sıktı. Bu şampiyonada defansın lideri kesinlikle Abdülkerim Bardakcı olacak. Orta sahada alternatifimiz çok ancak düzenli bir kurgumuz da maalesef henüz yok. Forvet noktasında ise ciddi eksiklerimiz var. Montella, İtalya karşısında Barış Alper Yılmaz’la ileri ucu kurguladı ama istediği sonuca ulaşamadı. Ya forvetsiz Guardiola modeli ileri üçlü oynarız ya da tecrübe konuşur Cenk’le devam ederiz.
Milli takımın her dönemde gözümüzü kapatıp sayacağımız bir ilk 11’i olurdu. Bu defa ideal 11 diyeceğimiz bir durum söz konusu değil. 10 Haziran’da Polonya ile oynayacağımız son hazırlık maçında kadronun ideal omurgasını göreceğimizi düşünüyorum. Her türlü eksik ve soru işaretlerine rağmen Montella’ya, oyuncularımıza inancımız tam. Belki zor olacak ama yine de sonu inşallah güzel olacak."
Alper Mert,7,2024,Liyakat ve sistem kazandı,"İspanya, İngiltere karşısında bekleneni yaptı şampiyon oldu. Teknik Direktör Luis De la Fuente ders vererek kazandırdı. Sadece finalin 90 dakikasını yazmak, konuşmak emeğe saygısızlık olur.
2013’te başladığı görevinde 9 yıl boyunca İspanya alt yaş gruplarını çalıştıran Fuente U19 ve U21 takımlarıyla Avrupa Şampiyonluğuna ulaşmıştı. Bu süreçte Pedri, Oyarzabal, Ruiz ve Olmo gibi yıldızları ülke futboluna kazandırdı. Elleriyle büyüttüğü çocuklarıyla Avrupa’ya futbol dersi veren 63 yaşındaki teknik adam İngiltere’nin yıldız merkezli oyununa takım oyunu ile karşılık verdi.
Aslında biz de geçmişte Mehmet Hacıoğlu ile aynı süreçleri yaşadık. Ancak ülkemizin siyasetin emir eri, atanmış yöneticileri Mehmet Hoca ile tarih yazan gençleri ondan koparıp gurbetçi, torpilli hocaları getirdiler. Onu da yaşlı diye emekli ettiler. Bizde olmayan liyakat ve sistem İspanya’da olunca sonu Avrupa Şampiyonluğu oldu.
Luis De La Fuente ve çocukları emeklerinin karşılığını aldılar. Atamayla ülke futbolunu bataklığa çevirenler ve yalakaları 90 dakikaya değil 9 yıla baksınlar tarih nasıl yazılır görsünler!"
Alper Mert,7,2024,Ne Mutlu Türküm diyene,"Rakip zormuş, hızlı oynuyormuş, bizim eksiklerimiz varmış. Unutturdular tabii Türk’ün gücünü her yerde böle, böle! Birlik olunca karşımızda kimsenin duramayacağını hatırlamadılar, hatırlamak istemediler. Ama Bizim Çocuklar, Türk’ün gücünü sahada öyle bir gösterdiler ki sadece Avusturya’yı değil ne kadar Türk kimliğine düşman olan varsa hepsini gerekli dersi verdiler. Aslanlar gibi mücadele ettiler.
Montella’nın forvetsiz oyunu ilk defa işe yaradı. Üzerine topun yönüne göre Kaan’ın defansın içerisine yerleşmesiyle Avusturya’ya istediği pozisyonları vermedik. Hareketli oyunda gol bulmamızın zor olduğu gerçeğini düşünerek yaptığımız başarılı duran top organizasyonları sayesinde iki gol bulduk. Arda’nın muhteşem servislerine Merih’in harika dokunuşları zoru kolay yaparak 2-0 öne geçmemizi sağladı. Skoru koruma hastalığının otomatik olarak ortaya çıkmasıyla bu defa duran toptan golü yiyen taraf biz olduk. Avusturya gol için açık verdikçe oluşan boşlukları daha iyi kullanmamız gerekiyordu. Ancak Montella bu yönde bir hamlede bulunmadı. Montella da öğrenecek Türk’e durmanın yaraşmayacağını!
Avusturya karşısında Türkiyeli gibi değil Türk gibi oynadık. Bayrağımıza saygısızlık yapanlara en doğru mesajı, “Ne Mutlu Türküm Diyene” dedirten oyunumuzla verdik!"
Alper Mert,8,2024,Futbolu 150 bin lira kurtaracak!,"Ülke futbolu vasat başkan ve yöneticilerin elinde gün geçtikçe güç kaybetmeye devam ediyor. Yabancı sayısını düşürüp, çıkarmayı önemli bir işmiş gibi görenlerin çocuklarımıza değer katacak hiçbir projeye imza atmamış olmalarının ülke futboluna zarar veren en büyük sebep olduğunu ise kimse anlamıyor! Çocuklarımız özellikle büyük şehirlerde okul ve futbol eğitimi arasında tercih yapmak zorunda bırakılıyor.
İlköğretim dönemini yaşayan geleceğin futbolcu adayları iktidarın imam hatip lisesi yaptığı kadar yeterli sayıda ilkokul ve ortaokul yapmamasından dolayı sabahçı, öğlenci sistemine geri döndüler. Ortaokula yeni geçen ve eğitimlerine öğlenci olarak devam etmek zorunda bırakılan çocukların Süper Lig takımlarının altyapılarında eğitimlerine devam etme şansları maalesef bulunmuyor. Bu durumda bütün zorlukları üstlenen veliler, tam gün okul arayışı içerisine giriyor. Bu arayışın sonunda ikametgah adresleri tutmadığı için okullar velilerden kayıt parası altında 80 bin ile 150 bin lira arasında kayıt parası talep ediyor!
Bu çocuklar keyfinden değil lisanslı olarak eğitim aldıkları Galatasaray, Fenerbahçe ve Beşiktaş’taki antrenmanlarına devam etmek için tam gün okul arayışındalar. Çok mu zor bir üst yazı ile Süper Lig takımının altyapısında oynayan oyuncuya adres zorunluluğunu kaldırmak. TFF umursamıyor, kulüpler takmıyor, Milli Eğitim Bakanlığı desek hala daha sporla alakası olmayan tarikatçıların ve fetöcülerin eseri dershane rantına çanak tutan sınav sisteminin peşinde koşuyor. Yok mu futbolun geleceği evlatlara sahip çıkacak bir babayiğit!"
Alper Mert,8,2024,Düşündüren galibiyet,"Galatasaray, Beşiktaş’a karşı oynadığı kötü futbola Hatayspor karşısında da devam etti. Okan Buruk’un takımı saldırıyor, rakibi bunaltıyor ama saha içindeki koordinasyon eksikliği sebebiyle sonuca ulaşmakta zorlanıyor. Süper Lig kalitesinden uzak olan Hatayspor’dan gol yemek bile Galatasaray’ın ciddi sorunları olduğunu ortaya koyuyor. Farklı skorla kazanılması ve Beşiktaş maçının özrünün dilenmesi gerekirken resmen Galatasaray taraftarı yine stres dolu bir 90 dakika yaşadı. Okan Buruk’un saha içerisinde alarm veren oyunu çok iyi analiz etmesi gerekiyor. Yeni transfer Sara’nın yanına bir Torreira daha gerekiyor. Köhn kalitesiyle, iplerin koptuğu Zaha ve ayarının bozulduğu Kerem Aktürkoğlu ile sol kanat rakipler için maden olacaktır.
Galatasaray yönetimi elinde imkan varken sol kanadın önüne arkasına mutlaka takviye yapmalı. Şu net ki son iki yılın şampiyonunun mevcut kadrosundaki bazı isimler artık görevini tamamlamış. Başkan Dursun Özbek kadronun yeterli olduğunu söylüyor ama üçüncü senesine giren şampiyon kadroya önemli dokunuşlar gerekiyor. Galatasaray yönetimi kendi içindeki hakimiyet kavgalarını bırakıp, yeniden tek vücut olup yeni sezon öncesi gerekli hamleleri yapma şansını kaybetmemeli. Hatayspor gibi kadro kalitesi Süper Lig’in çok altında olan bir rakibi son dakikada zorla mağlup etmek ciddi bir uyarıdır. Bu uyarıyı hem yönetim hem de Okan Buruk detaylı şekilde analiz etmeli ve çözümlerini masaya yatırmalıdır. Yoksa 5. yıldız sezonu can sıkan bir hal alabilir"
Alper Mert,8,2024,Yürüyene kupa vermezler,"Galatasaray kupayı resmen elleriyle Beşiktaş’a hediye etti. Okan Buruk’un takımı yeni sezona hazır olmadığı gibi geçen sezonki halinden de eser yok.
İmmobile’nin, Nelsson’un hatasında neredeyse maç başlamadan bulduğu gol Beşiktaş’ın skoru koruma isteğini ortaya çıkarır diye beklerken Galatasaray takımı öndeymiş gibi mücadele etti. Erken golü kalesinde gören takım hırs yapar, saldırır, rakibi kendi sahasından çıkarmaz ama bunların tamamını 1-0 geride olan Galatasaray değil Beşiktaş yaptı.
Sarı-kırmızılı oyuncular motivasyon eksikliğinden mi yoksa yorgunluktan mı bilinmez sürekli top kaybı yaptı. Bu kayıplar Beşiktaş’ın en büyük silahı oldu. Beşiktaş, ilk yarıda olduğu gibi ikinci yarının başında da golü bulunca rahatladı. Galatasaray’a boş alanlar bıraktı resmen, “Oynayın” dedi ama Galatasaray’ın isteksiz, enerjisi düşük oyunuyla gol bulmayı geçtim rakip sahaya gidecek gücü bile yoktu.
Beşiktaş’a kupa hediye eden Galatasaray’da İcardi hazır değil hatta sahada bile değil. Ziyech belki bir şut atar diye bu haliyle ilk 11 başlamaz. Davidson Sanchez sakat değilse ilk 11’de oynar.
Kerem Aktürkoğlu güçsüz, Berkan bir var bir yok. Köhn ile inşallah yeni bir sol bek krizi ortaya çıkmaz.
Sözün özü Galatasaray yeni sezona hazır değil ve aşırı derecede temposu düşük, hal böyle olunca sağlıklı yaşam için spor yapar gibi yürüyerek oynayan takıma kimse kupa vermez!"
Alper Mert,9,2024,Şampiyon ve karaoğlan,"Galatasaray ve Fenerbahçe ara­sında oynanacağını sandığı­mız derbiye hakem Atilla Kara­oğlan net şekilde müdahale etti. Galatasaray kadro kalitesiyle Sü­per Lig’in çok üzerinde olduğunu taraflı ve tarafsız herkese gösterdi. Galatasaray sonuna kadar hak et­tiği 3 golü bulurken hakem Atilla Karaoğlan, Fenerbahçe oyuna dahil olsun diye resmen penaltı icat etti. Bu tarz eyyam kokan kararların neyin etkisi olduğunu ayrıca konuşmak lazım!
Okan Buruk be öğrencilerine gerçekten helal olsun. Kadıköy’de şampiyona yakışır bir oyun oy­nadılar. Sezon başından bu yana eleştirdiğimiz Okan Buruk’un bu defa hakkını teslim etmek lazım. Dersine yıllık 15 milyon Euro alıp sarı kart algısı dışında bir etkisini görmediğimiz Mourinho’dan daha iyi çalışmış! Haftayı saha dışında Galatasaray’a operasyon yapılsın mesaisiyle geçiren Fenerbahçe yönetimi saha içindeki hezimeti bu defa hangi bahaneyle kapata­cak bilemiyorum. Karaoğlan’ın durumu ortadayken hakem baha­nesini kimse yemez. Siyasi ope­rasyon deseler o işte bir fotoğrafla sona erdi. Bahaneler bittiğine göre gerçekleri konuşalım. 
Kadıköy’de resmen Galatasaray resitali vardı! Fenerbahçe, Galata­saray izin verdiği sürece oynadı. Okan Buruk 3-1 sonrası kontrollü oyun yerine risk alsaydı skor daha farklı bitebilirdi. Futbol böyle bir oyun, masa için strateji üretenler değil saha içinde işinin hakkını verenler kazanıyor!"
Alper Mert,9,2024,Korkutmuyor tedirgin ediyor,"Saha dışında yönetim zafiyetleri sebebiyle krizi bitmeyen Galatasaray’ın yüzü Okan Buruk ve öğrencileri sayesinde gülmeye devam ediyor. Galatasaray’ın, önce Rize sonra Gaziantep karşısında üst düzey olmayan bir oyunla kazanması Fenerbahçe derbisi arifesinde güven verdi. 2-0 sonrası derbiyi düşünerek aktif dinlenerek üçüncü golü buldu. Muslera da, Furkan’ın orta sahadan attığı golle yeni sezonda yaptığı enteresan işlere bir yenisini ekledi.
Yorgun savaşçı Barış Alper Yılmaz, Rize’de biraz hareketlendi ama Gaziantep maçıyla sezonu açtı. Sanchez’in liderliği Abdülkerim’in de toparlanmasını sağladı. Sara’nın adeta koordinat vererek attığı paslar rakiplerin canını sıkmaya devam edecek gibi duruyor. Batshuayi’nin attığı gol mutlu etti ama oyun içerisindeki inişli, çıkışlı hali Osimhen transferinin ne kadar gerekli ve özel bir hamle olduğunu ortaya koydu. Yunus Akgün’ün attığı gole rağmen eline geçen fırsatı daha iyi değerlendirmesi lazım.
Selçuk İnan’ın takımı ise Süper Lig kalitesinden uzakta bir performans ortaya koyuyor. Ne Rize ne de Gaziantep maçlarındaki rakip kalitesi Fenerbahçe derbisi öncesinde Galatasaray hakkında net bir performans verisi ortaya koymaya yetmez. Ancak Galatasaray, Kadıköy’e saha dışında sürekli hâle gelen anlamsız saldırılara cevap vermek şampiyonu saha içindeki mücadelenin belirleyeceğini yeniden ortaya koymak adına kesinlikle kazanmak için gitmeli!"
Alper Mert,9,2024,Takım oyunu,"Galatasaray için Rizespor maçı bir meydan okuma olmalıydı, öyle de oldu. Sezon başından bu yana özellikle Başkan Dursun Özbek ve yönetiminin yanlış uygulamalarıyla yoğun bir eleştiri yağmuru başlamıştı. Özellikle transferde gidenlerin yeri tam anlamıyla dolmadığı için taraftarlar isyan bayrağını açmıştı. Okan Buruk ve öğrencileri hem oynadıkları futbol hem de farklı kazandıkları maçla kara bulutları dağıtmayı başardılar.
Galatasaray’ın mucize transferi Osimhen gücü ve hareketli oyunuyla takıma bambaşka bir enerji kattı. İcardi’nin yokluğu aranmayacağı gibi ikili forvete dönüş olmazsa ileri uçta forma rekabeti kaliteli bir yarışa sahne olacaktır. Orta saha da, “Bu paraya bu olmaz” dediğimiz Sara duran toplardaki nokta atışı pasları ve oyun içindeki servisleriyle alkışı hak etti. Attığı gol de kendisini eleştirenlere tam anlamıyla cevap oldu. Mertens nasıl bir komutan ve lider olduğunu açıkça gösterdi. Yeni transfer Jakops sahadaki duruşuyla ilk maçından alnının akıyla çıkmayı başardı. Kerem ve Zaha’nın ayrılıkları, Ziyech’in sakatlığı sonrası Yunus Akgün ile Yusuf Demir iyi oynarlarsa kariyerlerinde altın dönemi yaşamaya başlarlar.
Galatasaray sezonun en iyi oyununu oynadı. Bireysel yeteneklerden çok tam anlamıyla bir takım oyunu izledik. Bu güzel oyun üstüne konarak devam ederse baskı altındaki Dursun Özbek yönetiminin kurtarıcısı Okan Buruk olur."
Alper Mert,9,2024,İtalyan inadı,"Gizli forvet, üçlü forvet ya da dümdüz forvetsiz oynayan Montella’yı kesinlikle anlamayacağım. Yıldız statüsünde sayabileceğimiz golcümüz yok ama Galler karşısında iş görecek isimlerimiz de vardı.
Topu orta sahadan hızlı şekilde üçüncü bölgeye taşıyoruz ama gol yapacak organizasyonu beceremiyoruz. Montella bu durumu aynı bizim gibi görüyor ve inatla izliyor, müdahale etmiyor. Acaba sonunda ne olmasını bekliyor bu neyin beklentisi!
Barış Alper en uçta gol arayacak bir oyuncu değil kanatta oynarsa faydası artıyor. Kenan aynı şekilde kanatta üreten bir yetenek. Arda Güler yeni nesil kaliteli bir 10 numara. Bu üçlünün önlerine onların bekleyeceği bir forvet koymak ayıp mı, yasak mı, günah mı?
Barış’ın gördüğü kırmızı kart sonrası yaklaşık 30 dakika 10 kişi oynadık. Yine de pozisyon bulduk. Yani sıradan bir forvet, asli işi gol atmak olan bir isim bu maçı bize aldırırdı. Oynattığı sistemle gol atamayacağımızı anlayan Montella özellikle 10 kişi kaldıktan sonra sadece 0-0’ı koruma üzerine bir oyun kurguladı. Şahsen ben ne olduğu belli olmayan, sıkıcı oyundan, forvetsiz oynama inadından gerçekten çok sıkıldım. Montella’nın korkaklığı bizim çılgın tarzımıza uymuyor!"
Alper Mert,9,2024,Büyük başkan,"Ülke futbolumuz mizahi yapısıyla öne çıkıyor. Bir kulüp başkanının büyük başkan seviyesine ulaşması ya da istifaya davet edilmesi arasındaki değişiklik 15 dakikada gerçekleşebiliyor.
Futbolu transferden ibaret sayan; taktik, sistem üzerine çok fazla fikir konuşma gereği duymayan bir topluluğuz. Medya mensupları olarak bizler zaten transfer olsun reyting gelsin diye konuşulması gereken asıl konuları konuşmuyoruz bile! Kulüpler borçlarını nasıl öder, altyapıdaki çocukların imkanları nasıl düzeltilir; bunlar bizim için önem arz eden konular değil!
Galatasaray yönetimi, Osimhen gibi büyük bir golcüyü transfer ederek üzerindeki karaborsa, Şampiyonlar Ligi’nden elenme gibi bütün baskıları üzerinden attı. Daha önce karaborsa iddiaları hakkında savcılık başvurusu yapan Başkan Dursun Özbek, Osimhen transferinin sabahında üzerindeki bütün yorgunluğu, gerginliği bir kenara atarak “Sütte leke var bizde yok” dedi.
Kendilerini yolsuzlukla suçlayan kulüp üyeleri bile Osimhen transferi sonrası eleştirilerinde kontrollü davranmaya başladı. Futboldaki ve siyasetteki anlık gelişmeler sonucunda oluşan mahalle baskısı, asıl konuşulması gereken konuları yok saydırıyor. Skandal iddialar varmış, borç varmış, projeler söz verilen şekilde işleme konamamış kimin umurunda ki... Yıldız transfer geldiyse yöneticiler kahraman, başkanlar büyüktür! Benim gibi bunu söyleyenler, konuşanlar da sosyal medya dahil her yerde linç edilip, kötü adam olurlar.
Bu yazı, Osimhen gibi büyük bir golcünün transferine çamur atmak için yazılmamıştır; onu da belirtelim..."
Alper Mert,10,2024,KALİTE FARKI,"Galatasaray, Antalyaspor karşısında kalitesini ortaya koyan bir oyun oynadı. Okan Buruk defansı ileride konumlandırarak rakibin geri dönüşlerinin önünü kesmeyi ve üçüncü bölgede daha baskılı şekilde yer almayı hedefledi. Oyunun büyük bölümünde bu plan tutarken nadirde olsa Antalyaspor’un defansın arkasına sarkarak pozisyonlar bulmasına sebep oldu.
Galatasaray’ın aldığı 3 puanda aslan payı 90 dakikayı iki golle tamamlayan İcardi’nin olsa bile Yunus Akgün’e ayrı bir parantez açmak lazım. Bitmeyen enerjisiyle rakibin arkasına yaptığı koşular gerçekten alkışı hak ediyordu. Galatasaray’ın Yunus, Mertens ve Sallai üçlüsü hareketli oyunlarıyla rakibi gerçekten zor durumda bırakıyorlar. Yunus ve Sallai’nin bitirici vuruşlardaki başarı yüzdeleri artarsa özellikle çift forvete dönüşlerde bu durum Okan Buruk’un elini rahatlatacaktır. Defansta Davidson Sanchez gerçekten tam bir lider. Popescu’dan sonra ayakları bu kadar iyi olan rakibi korkutan çıkışlar ve karşılamalar yapan başka bir stoper hatırlamıyorum
Forvet hattının Süper Lig’in çok üzerinde olduğunu bir defa daha görmüş olduk. İcardi, Osimhen ve Batshuayi üçlüsü çok değil biraz oynasa bile rakipler için kabus olurlar. Osimhen’in ilk golünü ofsayt gerekçesiyle iptal eden VAR ekibi tam anlamıyla gövde gösterisi olan röveşata golünü iptal edebilmek için de detaylı tarama yaptı ama istediği malzemeyi bulamadı. Sonuçta Antalya’da kalite kazandı!
 "
Alper Mert,10,2024,Rezalet!,"Nüfusu 2 milyonu bile bulmayan, tipik bir Baltık ülkesi Letonya. Buz hokeyi ve basketbol, en sevdikleri branşlar. Futbol onlar için ‘öte yandan’ bir eğlence aracı. Soğuk ve yağışlı havalara rağmen, sahalara atılmasın diye uluslararası maçlarda tribüne şemsiye sokulması da yasak Letonya’da.
İşte böyle bir ülkenin lig şampiyonuna karşı oynadı Galatasaray. Avrupa Ligi’nin ‘kadrosu en değersiz’ olan takımı sahadaydı ama Galatasaray ‘futbolu en değersiz’ takım gibi oynadı!
Futbolun para değil akıl ve yürek işi olduğu bir kez daha kanıtlandı. Galatasaraylı hiçbir futbolcunun sahada ne yaptığı belli değildi. Biraz Yunus oynadı, o kadar. Diğerleri ‘hazırlık maçı’ modundaydı.
Kağıt üzerindeki değerlerle güçlü olunmuyor. Belli ki maça hiç motive olunmamıştı. Maçı kazanmış olsaydı bile, Galatasaray’ın futbolu rezaletti, oyuncular felaketti. İşin daha da vahim tarafı, saha dışında mikrofonları görünce ona buna sallayan Okan Buruk’un saha kenarında ne yaptığı belli değil. Önce Kasımpaşa sonra Rigas Skola... Biri 3-0’dan 3-3, diğeri 2-0’dan 2-2...
Bu takımı hazırlamak onun görevi. Belli ki aklı Kadıköy’de kalmış. Derbi galibiyeti yaramamış, sezonu orada bitti zannediyor!"
