Yazar,Ay,Sene,Baslik,Paragraf
Argun Darici,5,2024,Hakem grogi durumundaydı!,"Galatasaray-Fenerbahçe derbisinde sarı-lacivertliler galip gelince Arda Kardeşler gösterdiği yanlış ikinci sarıdan kırmızı kart nedeniyle ihalenin üstüne kalmasından kurtuldu. Fenerbahçe eğer galip gelmeseydi ortalık yangın yerine dönerdi! Ne MHK, ne de Arda Kardeşler kalırdı!
Arda Kardeşler, kırmızı karttan sonra da sürekli groki durumda dolaştı ve üst üste yanlış faul kararları verdi.
Sarıları uçuştururken ikinci kırmızıyı göstermemek için çok çabaladı. Bu da yanlışları beraberinde getirdi. Arda Kardeşler cesur olacak, doğru faul kararları verecek, sarı kartları yerli yerinde kullanacak, kırmızıları da atlamayacaktı. Ancak maçı en az kırmızı kartla bitirmek için tavizler vererek eyyam yapmayı tercih edince, hakemlik otoritesini de futbolcuların inisiyatifine bıraktı. ‘Soyunma odasına nasıl sağ salim giderim hesabı yaptı.
Kayserispor- Konyaspor maçında Kayserispor başkanının sahaya inmesi, Halil Umut Meler açısından yine mi dedirtti! Kırmızı kartın üssü VAR olsa da Meler ile başkanlar arasındaki ilişkinin artık ayar tutmadığı, tutmayacağı da açık açık görülüyor. Ayrıca Meler’i maçlarında gören başkanlar sahaya girmek, Meler’e saldırmak için tahrik mi oluyorlar acaba?
Diğer önemli maçları da hakemler ne yazık ki ancak etkin VAR müdahaleleri ile bitirebildiler."
Argun Darici,5,2024,İsmail hocanın zaferi,"Fenerbahçe tarihi bir zafer alarak bu yarışın bitmediğini gösterdi. Sarı-lacivertli futbolcular Galatasaray’ı fizik olarak ezdi, on kişi oynamasına rağmen hiç geri adım atmadı.
İsmail hoca tüm eksiklerine rağmen inanmış bir takım çıkardı sahaya, oynayan futbolcular da fizik olarak ligin en iyisi olduklarını gösterdi. Çağlar-Oosterwolde stoper tandemi önlerindeki Djiku ve Fred müthiş bir sertlik koydular ortaya. Ferdi ve Osayi de buna eşlik etti. Szymanski ve Batshuayi de sürekli baskı yaptı.
Hakem Arda Kardeşler’in fahiş hataları maçın önüne geçti. Faul pozisyonu bile tartışmalı bir pozisyonda Djiku’yu ikinci sarıdan attı. Tüm kararları neredeyse yanlıştı, sarı kartları vermedi, yanlış düdükler çaldı, kısacası maçı mahvetti. Dün Fenerbahçe ortaya koyduğu futbolla hakemi de yendi.
Mert Hakan da kırmızı kart görmek için her şeyi yaptı, hakemin sınırlarını zorladı ama olmadı.
Fenerbahçe on kişi oynamasına rağmen Galatasaray’a net bir pozisyon vermedi. Her topa bastı, sanki sahada rakip on kişi kalmıştı. Okan Buruk’un tüm hamleleri ne kadar hatalıysa İsmail Kartal o kadar doğru hamleler yaptı.
Galatasaray inanılmaz bir strese girince ve Fenerbahçe geri adım atmayınca tarihi bir galibiyete imza attı."
Argun Darici,5,2024,Daha önceleri nerelerdeydiniz?,"Avrupa’yı, Türkiye Kupası’nı, Süper Kupa’yı avucunun içinden kaçıran Fenerbahçe takımı evindeki Kayserispor maçını lig şampiyonluğu umudunu sürdürmek için çıktı. Kayseri’nin görünen mecali pek yoktu. Çok gol pozisyonunu hovardaca harcadı Fenerbahçeli oyuncular. Batsuhayi ile maça başlayan  İsmail Hoca’nın aklı daha önceleri nerelerdeydi? Bir çok maçta Dzeko ile çift santrfor oynatsaydı Batshuayi’yi kesin geriye düşmezdi sıralamada.
Batsuhayi  ilk golü yaptı, ikinci golde de ciddi pay sahibiydi. Sormak lazım İsmail Hoca’ya, neden son iki haftadır Batshuayi ile başlıyor? Yediği baskılardan mı? Yoksa Dzeko’nun huysuzluklarından mı bıktı İsmail Kartal?
İsmail Hoca’nın maç başlarken takımı yedek oyuncularla birlikte sahanın ortasına toplayıp maç konuşması yapmasına ne denmeliydi? Bu durum hiç olmayan bir görüntüydü. Acaba soyunma odasında yapması gereken konuşmayı mı unutmuştu İsmail Hoca!
TFF maçları ancak aynı zamanda oynatabildi. Daha önce en azından şampiyonluk ve düşme yolundaki takımların maçları aynı zamanda oynatsaydı, ligdeki puanlar bugünkünden kesin farklı olurdu.
İyi bir oyuncu kadrosuna sahip olan Fenerbahçe hoca zafiyetinden dolayı bir sezonu daha tüm kulvarlarda havlu atmış, harcamış gözüküyor."
Argun Darici,5,2024,Mental çöküş,"Psikolojisi, puan önemi açısından takımlar açısından çok zor maçtı. Fenerbahçe de, Konyaspor da futbol olarak ortaya çok bir şey koyamadı. Bir kör dövüşü mücadelesi olarak geçti ilk yarı. İkinci yarıda Fenerbahçe daha iyiydi. Konyaspor savunma ağırlıklı ama ara sıra çıkmaya da çalışarak oynadı. Düşme potasında olan ev sahibi için şampiyonluk yarışındaki Fenerbahçe’den bir puan almak çok önemliydi tabii ki. Fenerbahçeli oyuncularının aklı hala sanırım bir gün önceki Galatasaray’ın farklı galibiyetindeydi. Sezon sonu olmasına rağmen Galatasaraylı oyuncuların yüksek mücadele hırsı, konsantrasyonları, kondisyonları belli ki sarı-lacivertlilerin moralini altüst etmiş.
İki haftadır uyarıyorum şampiyonluğa ve düşmemek için oynayan takımların maçları aynı gün ve aynı saatte oynanmalıdır. Aksi olunca bir takımın oyuncuları bu şekilde mental olarak düşüyor. İlla şike değil ki sorun!
İkinci yarıya başlarken İsmail Kartal çok doğru yaparak Batshuayi’yi oyuna aldı, üstelik Dzeko’yu da çıkarmadı. Yetmedi Serdar Dursun’u da son dakikalarda sahaya atıp ceza sahasını karıştırmak istedi. Ama yine de sonuç gelmedi.
Takımlar gibi hakem Bahattin Şimşek de pek kendinde değildi. Maçın altında kaldı. Şimşek’in kendine daha güvenli, cesur ve doğru faul kararları ile sahada yönetmesi gerekirdi."
Argun Darici,6,2024,Yapboz takım,"Finaller öncesi son hazırlık maçını oynadık. Sahadaki İlk on bir mi olacak finallerde, sanmam… İtalya maçı başka kadro, Polonya maçı başka kadro. Montella hala oyuncuları görmekle meşgul galiba. Takım çalıştırmak başka, milli takımı turnuvaya hazırlamak bambaşka bir iş.
Ancak milli takımda birbirlerini gören futbolcular sınırlı sayıdaki hazırlık maçlarında da beraber oynamayınca nasıl birbirlerinin futbol dilini anlayacaklar, öğrenecekler, ezberleyecekler, meleke edinecekler? Yine ‘Koçum yürü, saldır, bas’ diye mi oynayacak mili takım! Eskisinden farkı sanırım bu sözleri Montella’nın oyunculara İtalyanca söylemesi olacak!
İlk on birin orta sahasında İnter, Benfica, Dortmund etiketi var ama o oyuncular da bu etiketlerini bırakıp gelmiş gibiydiler. Montella iyi öğrenmiş Türk işi politik olmayı! Diğer oyuncuları da üç büyük takımdan seçmiş. ‘Oyuncumu alıyorsan oynat’ şeklinde üç büyük takımdan acaba baskı mı var Montella’ya? Ayrıca Montella’nın Adana Demirspor’dan öğrencisi Samet iyi niyetli, cengaver ama yaptığı bariz bireysel hatalarla Fenerbahçe’yi geçen sene yakmıştı. Fatih Terim aldı götürdü Panathinaikos’a, orada da hem Fatih Hoca’yı, hem takımını yaktı, şimdi de sıra milli takımda galiba!"
Argun Darici,7,2024,Gündoğdu için hesap görme vakti,"Ferhat Gündoğdu daha önce MHK Başkanı olarak görev yaptığı dönemde, takvimler 8 Mart 2022’yi gösterirken, Cüneyt Çakır, Fırat Aydınus, Bahattin Şimşek, Hüseyin Göçek, Ali Palabıyık, Aldulkadir Bitigen, Burak Şeker, Suat Arslanboğa, Mert Güzenge, Tugay Kaan Numanoğlu, Alper Ulusoy ve Halis Özkahya’yı hakemlikten atmıştı... Kararını da  “Bir dakika daha beklemek imkansızdı” diyerek anlatmıştı. Bu hakemler Gündoğdu’nun görevinden ayrılması, Sabri Çelik’in başkan olmasıyla tekrar göreve döndüler.
Gündoğdu’nun 8 Mart’ta attığı hakemlerden FIFA kokartlı Bahattin Şimşek, FIFA kokartlı  Abdulkadir Bitigen, Burak Şeker, Mert Güzenge, Tugay Kaan Numanoğlu ve hakemlere destek çıkan bildiriyi okuyarak diğer hakemlere liderlik yapan Arda Kardeşler, Ali Şansalan ile daha birçok hakem son iki sezon liglerin yükünü çeken faal hakemlerdir.
Başkan Gündoğdu 8 Mart’ta tükürdüğünü yalayıp bu hakemlere görev verecek mi? Her ne kadar mahkemece verilmiş takipsizlik kararı olsa da, hakemlik geçmişinde adının karıştığı iddiaların futbol kamuoyu tarafından pek kabul edilebilir olmaması tartışılacak.
Sonuç olarak hakemlerin, eski hakemlerin ve yöneticilerinin içindeki ‘sen-ben kavgasında’ bir öç alma zamanı, defter dürme vakti mi geldi?  Hakemlik yine yeniden bir kaosa mı girecek?"
Argun Darici,7,2024,Temiz sayfa açılır mı?,"TFF seçimlerini Sayın İbrahim Hacıosmanoğlu kazandı. Mehmet Büyükekşi için büyük sürpriz oldu bu sonuç. Hacıosmanoğlu ve ekibi iyi emek vermişler tebrik etmek düşer hepimize. Beyaz sayfa açacağını da söyledi ki bu çok önemliydi.
Trabzonspor Başkanı iken 2011 şampiyonluk kupasını almak istiyordu sayın Hacıosmanoğlu. Fenerbahçe’nin sayılmayan şampiyonlukları, UEFA ve FIFA’ya şikayetleri için dosyaları var! Acaba o ortada kalan kupa Trabzon’a gider, Fenerbahçe sayılmayan şampiyonlukları alır, itiraz dosyaları geri çekilir mi? Fenerbahçe ile de bu şekilde temiz sayfa açılır mı? Hiç belli olmaz olmadık taş baş yarar derlermiş!
Sayın Başkan Hacıosmanoğlu’nun icraat aciliyeti var. Zamana yayılmasına ne takımların ne de futbol kamuoyunun sabrı var.
Acilen MHK, hakem, gözlemci talimatı radikal bir şekilde değiştirilmeli. Hakemlerin klasmanlara demir atmalarının, MHK’nın ve federasyonun, para ağacı ve çiftlik olarak görülmesi önlenmelidir. Ücret sistemi ve sözleşme sistemi değiştirilerek eski futbolcuların, mesleğini yapmayan antrenörlerin acilen hakem yapılması ve onların üzerlerinde yoğun çalışılıp hemen sahalara sürülmesinin önü açılmalıdır.
Sayın Hacıosmanoğlu’nun kendisi gibi sözünün eri, eyyamcı olmayan, sakin, serin kanlı, aklı başında olan bir MHK’ya ihtiyacı vardır kesinlikle."
Argun Darici,8,2024,Güneşli günler,"Mourinho dengeli, sakin oyun oynatıyor Fenerbahçe’ye. İstiyor ki oyuncular maçın atmosferine kendilerini kaptırmasın. Her an kendilerinde olsunlar, bilinçli hareket etsinler. Oyun disiplininden ve takım savunmasından kopmasınlar. Bu durum nedeniyle de maalesef Fenerbahçeli oyuncular gerektiği gibi hızlı ve çabuk olamıyor.
Belli ki topu kaptırmamak, boşa kullanmamak, kaybedilen topun çok çabuk kazanılması üzerine taktik dizayn etmiş Mourinho. Ancak bu taktik futbolun en önemli unsuru olan gol pozisyonu ve heyecan yaratmaktan uzak.
Ferdi’nin önünden Tadic’in alınıp ortaya Dzeko’nun arkasına çekilmesi, Ferdi’nin de oyun üzerindeki etkilerini yok etmiş!
Mourinho, büyük hoca. Üst düzey oyunculara, takımlara, liglere, hakemlere alışmış. Bizim ligimize, buradaki oyunculara adapte olur gibi pek durmuyor. Belki de sinir katsayısının yükselmesinin sebebi de bu durumdur. Ayrıca burasını Patagonya sanıp hemen her pozisyona itiraz ediyorsa, yakında takımını tribünden seyreder hale gelebileceğini bilmeli.
Maximin’in ayağına top yapışıyor, çok da yakışıyor. Tam hazır olmamasına rağmen, seyircilerin istediği nitelikte, ateşleyici bir oyuncu gibi duruyor.
Geçen yıldan farklı bir Mourinho Fenerbahçe’si henüz yok. Yine de kazanılan ilk maçın ardından Mourinho ile güneşli, güzel günler devamlı olur umarım."
Argun Darici,9,2024,Mourinho kayıp!,"Mourinho geçen yıldan bir tek Maximin farkı ile sahaya çıkardı Fenerbah­çe’yi. Ağır savunma hattı var Fenerbahçe’nin. Buna rağmen geniş alanda oyna­tıyor Mourinho takımı. Hal böyle olunca hücüm da ve savunma da çoğalamıyorlar.
Yalnız yakalanan Fenerbahçe savunması rahat gol yiyor. Birinci golde Torreira’nın topa vurması­na müsaade eden savunma ikinci yenen golde Osimhen’in göğüs pasını ilginçtir önleyemedi. Çok amatörceydi yenen ikinci gol.
Bence boyu kısa diye gönderdi­ği Ferdi’yi çok arayacak Mourin­ho. Fenerbahçe de sanırım İsmail Kartal’ı arayacak! Tadic, Szy­manski, sevdası pahalıya patlıyor Fenerbahçe’ye. Mourinho inat etmeyip İrfan Can’ı oynatmalı 90 dakika. Galatasaray ise her yerde kalabalık olup, alan bırakmayınca Fenerbahçeli oyuncular organize olamadılar ilk yarıda. İkinci yarıda da Fenerbahçelilerin final pasları yerini bulmayınca pozisyonlar boşa harcandı.
Mourinho kaybetti. Dersine iyi çalışmamış, bence yukardan bakmanın cezasını çekti, çektir­di. Galatasaray gibi bir takıma ve oyuncularına karşı tedbirli olmalıydı.
Titrek ve kararsız Hakem Atilla Karaoğlan maçtan çok kulübeler ile ilgilendi. İlk yarıdaki Dzeko’nun tartışma götürür bariz gol şansındaki harcadığı kırmızı kartı ikinci yarıda Fenerbahçe lehine verdiği penaltıyla ödeştirdi kendince!"
Argun Darici,9,2024,Hakemlerin komik kararları,"Geçen hafta hakemler penaltı özürlüydüler. Kararları komik, aynı zamanda üzücüydü de! Direnç Tonusluoğlu, Beşiktaş-Sivasspor maçında gözünün önündeki bariz penaltıyı anca VAR’dan verebildi. İyi hakem olacakmış! Eyüpspor-Trabzonspor buluşmasında Atilla Karaoğlan; titrek, ürkek, olmayan penaltıyı çalacak kadar kendine güvensizdi! Kabiliyet nakıs olunca... Taşıma suyla bu kadar oluyormuş maalesef.
Fenerbahçe-Alanyaspor maçının hakemi Mehmet Türkmen gençliğinin ve yeni olmasının meyvelerini yiyor. Yaptığı hatalar “Gelişir” denilerek hoş görülüyor. Avantajlarda çok aceleci ve cesaretsiz davranıp hemen düdüğü öttürmese iyi olacak. Sarı kartı kurtarıcı gibi görmesi de iyi olacak. Bence MHK; yetenekli, kumaşı iyi olan bu çocuğu harcamadan, harcanmadan, hemen FIFA yapsın. Avrupalı eğitmenler, gözlemciler tarafından verilen seminerlere katılsın, -U- maçlarında eğitilsin ve Türkiye için iyi bir proje hakemi olsun Mehmet Türkmen. Ayrıca çok rica ederim; lütfen bu çocuğu üç büyüklerin maçlarına verip hemen yıpratmayın.
Rizespor-Kasımpaşa mücadelesine Ali Şansalan’ı gönderen MHK sanırım ev sahibine jest yapmaya çalışmış ama ters tepti!
Adana Demirspor-Galatasaray karşılaşmasına MHK, FIFA Kadir Sağlam’ı kerhen mi vermiş? MHK, kerhen verse bile sorun olacağını öngörüp VAR’a da Halil Umut Meler’i o nedenle mi vermiş? Yanılmamışlar! Sağlam çok komik kararlar verdi. Kendinde değil, ne yaptığını bilmez durumdaydı."
Argun Darici,10,2024,İstenmeyen hakem!,"Okan Buruk’un, “Bir daha bu sahada maç yönetemezsiniz” dediği, hakemlerden Ali Şansalan, sanki arayı düzeltmek için Antalyaspor-Galatasaray maçındaydı.
Bir takımın istemediği hakem hemen o takımın maçına verilirse, o takımdan yana eyyam yapmadığını göstermek için bilinç altından olsa bile Ali Şansalan gibi İcardi’nin bariz penaltısını vermemek veya anlamsız sarı kart göstermek gibi ciddi hatalar yapabilir. Ya da rakip takımın lehine, aleyhine kararlar verebilir. Her durumda da adalet terazisi şaşmış olur. Bu gibi nedenlerle istenmeyen hakemlere hemen değil de daha sonraki maçlarda görev verilmesi daha  iyi olur kanımca.
Bu anlamda ‘dediğim dedik, çaldığım düdük’ mantığı, centilmenlik ile bağdaşmadığı gibi MHK’nın vakurluğuna da yakışmaz. MHK bir şeyi ispatlama, bir inat yeri değildir. Hele hele takımlarla itişme kakışma, çekişme yeri hiç değildir. MHK her zaman her durumda, barış saçmalı, uzlaşmacı olmalı, çözümler üretmelidir.
Samsunspor- Fenerbahçe müsabakasında Muhammet Ali Metoğlu iyiydi. Son dakikadaki golde sana, bana göre faul durumu vardı. Ancak hakem hiçbir golü tartışmaya açık bırakmamalıdır. 
Beşiktaş- Konyaspor maçında Kadir Sağlam’ı özellikle tebrik ediyorum.
Mehmet Türkmen ise sakın ‘ben iyi hakem oldum’ demesin hemen. Sivasspor maçında da kredisinden yediğini bilmeli!"
Argun Darici,10,2024,İstedi ama olmadı,"Fenerbahçe her deplasmanda olduğu gibi ilk yarıda savunmaya önem verip, kontrataklarla çıkarak oynamayı hedeflemiş. İlk yarıda koşan, disiplinli oynayan, mücadele eden, oyunu, skoru isteyen Twente’ye karşı Fenerbahçe asla altta kalmadı, aynı şekilde karşılık verdi. Ancak bunlara rağmen iki tarafta da güzel futbol oynama anlayışı yüksek değildi.
Sarı-lacivertlilerde bütün oyuncular mücadele etti, saklanmadan yardımlaşarak oynadı. Ancak 35. dakikadan itibaren Fenerbahçeli oyuncular da rakip alana yerleşmeye başlayınca dengeli oyun oldu sahada. Santrfor En-Nesyri’nin istekli olmasına rağmen kaçırdığı gol, klasını ve aldığı parayı inkar eden türdendi.
Fenerbahçe kaliteli oyunculardan kurulu. Twente karşısında koşup, yüksek mücadele örneği verebildiklerine göre bu futbolculara iyi, güzel futbolu oynatmak da Mourinho’nun boyunun borcu olsa gerek. İkinci devre önce Maximin ve Dzeko sonra da Mert Hakan, İsmail Yüksek oyuna girince Fenerbahçe daha derli toplu oynadı ve ataklar yaptı. Rakibine kendi oyununu kabul ettirmeye yönelik oynadı. Amrabat iyiydi. Tadic de belki de ilk kez bu kadar istekliydi. Amrabat’ın asisti ile Tadic’in golü güzeldi.
Formda Twente karşısında iyi bir sınav veren Fenerbahçe, ‘Keşke her maçta en azından bu mücadele ile oynayabilse’ dedirtti!"
